State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
South Dakota,Clear,2011-09-03,1,Urban-Minor Arterial,18,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,9,3,6
Utah,Snow,2011-04-09,1,Urban-Minor Arterial,19,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,9,6
Utah,Snow,2011-04-09,1,Urban-Minor Arterial,30,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,4,9,6
Virginia,Clear,2011-02-13,1,Rural-Major Collector,84,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,13,7
Washington,Clear,2011-02-10,1,Urban-Minor Arterial,26,0.12,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,10,4
Washington,Clear,2011-02-10,1,Urban-Minor Arterial,48,0.39,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,10,4
West Virginia,Cloudy,2011-03-31,1,Rural-Minor Arterial,65,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Possible Injury (C),2011,3,31,4
Wisconsin,Cloudy,2011-02-19,1,Urban-Other Principal Arterial,54,0.0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,2,19,6
Wisconsin,Cloudy,2011-02-19,1,Urban-Other Principal Arterial,83,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,19,6
Alabama,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-03,2,Rural-Principal Arterial-Other,32,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,2,3,4
Alabama,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-03,2,Rural-Principal Arterial-Other,33,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,3,4
Alabama,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-03,2,Rural-Principal Arterial-Other,63,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,2,3,4
Alabama,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-03,2,Rural-Principal Arterial-Other,70,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,3,4
Alaska,Rain,2011-10-21,1,Urban-Collector,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,10,21,5
Alaska,Rain,2011-10-21,1,Urban-Collector,21,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,10,21,5
Arizona,Clear,2011-02-06,1,Urban-Minor Arterial,22,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,6,7
Arizona,Clear,2011-02-06,1,Urban-Minor Arterial,46,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Incapacitating Injury (A),2011,2,6,7
Arizona,Clear,2011-02-06,1,Urban-Minor Arterial,67,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,6,7
California,Cloudy,2011-01-09,2,Urban-Principal Arterial-Interstate,19,0.14,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,9,7
California,Cloudy,2011-01-09,2,Urban-Principal Arterial-Interstate,27,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,9,7
California,Cloudy,2011-01-09,2,Urban-Principal Arterial-Interstate,31,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,9,7
California,Cloudy,2011-01-09,2,Urban-Principal Arterial-Interstate,36,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,9,7
California,Cloudy,2011-01-09,2,Urban-Principal Arterial-Interstate,41,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,9,7
California,Cloudy,2011-01-09,2,Urban-Principal Arterial-Interstate,44,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,1,9,7
California,Cloudy,2011-01-09,2,Urban-Principal Arterial-Interstate,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,9,7
Colorado,Clear,2011-03-23,1,Rural-Minor Arterial,41,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,23,3
Connecticut,Clear,2011-07-10,1,Rural-Minor Arterial,39,0.16,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,7,10,7
Connecticut,Clear,2011-07-10,1,Rural-Minor Arterial,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,7,10,7
Florida,Clear,2011-02-08,1,Rural-Minor Arterial,26,,Pedestrian,No,White,Male,Fatal Injury (K),2011,2,8,2
Georgia,Clear,2011-01-22,1,Rural-Local Road or Street,24,,Passenger of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,22,6
Hawaii,Rain,2011-07-29,1,Urban-Principal Arterial-Other Freeways or Expressways,25,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,7,29,5
Hawaii,Rain,2011-07-29,1,Urban-Principal Arterial-Other Freeways or Expressways,27,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,7,29,5
Idaho,Clear,2011-06-29,1,Rural-Local Road or Street,40,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,6,29,3
Idaho,Clear,2011-06-29,1,Rural-Local Road or Street,92,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,29,3
Illinois,Clear,2011-02-12,1,Rural-Principal Arterial-Interstate,31,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,12,6
Indiana,Cloudy,2011-01-22,1,Urban-Collector,12,,Persons on Personal Conveyances,No,\N,Male,Fatal Injury (K),2011,1,22,6
Iowa,Cloudy,2011-03-20,1,Rural-Major Collector,77,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,20,7
Kansas,"Fog, Smog, Smoke",2011-02-27,1,Rural-Major Collector,51,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,27,7
Kansas,"Fog, Smog, Smoke",2011-02-27,1,Rural-Major Collector,54,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,2,27,7
Kentucky,Clear,2011-02-10,1,Rural-Major Collector,6,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,10,4
Kentucky,Clear,2011-02-10,1,Rural-Major Collector,24,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,10,4
Kentucky,Clear,2011-02-10,1,Rural-Major Collector,44,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,10,4
Louisiana,"Fog, Smog, Smoke",2011-02-24,1,Urban-Other Principal Arterial,24,0.2,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,24,4
Maine,Clear,2011-07-29,1,Rural-Principal Arterial-Other,26,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,7,29,5
Maine,Clear,2011-07-29,1,Rural-Principal Arterial-Other,29,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,7,29,5
Maine,Clear,2011-07-29,1,Rural-Principal Arterial-Other,65,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,7,29,5
Maryland,Clear,2011-02-26,1,Rural-Principal Arterial-Other,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,26,6
Minnesota,Snow,2011-04-01,1,Rural-Principal Arterial-Other,26,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,1,5
Mississippi,Clear,2011-02-05,1,Urban-Other Principal Arterial,12,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,5,6
Mississippi,Clear,2011-02-05,1,Urban-Other Principal Arterial,47,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,5,6
Missouri,Cloudy,2011-02-21,1,Rural-Major Collector,21,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,21,1
Montana,Clear,2011-07-01,1,Rural-Minor Arterial,51,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,7,1,5
Montana,Clear,2011-07-01,1,Rural-Minor Arterial,59,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,1,5
Nebraska,Clear,2011-05-23,1,Rural-Local Road or Street,33,0.14,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,5,23,1
Nevada,Clear,2011-01-31,1,Urban-Other Principal Arterial,30,0.09,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,31,1
New Hampshire,Rain,2011-09-07,1,Rural-Local Road or Street,39,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,9,7,3
New Jersey,Clear,2011-02-03,1,Urban-Principal Arterial-Interstate,53,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,3,4
New Jersey,Clear,2011-02-03,1,Urban-Principal Arterial-Interstate,79,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,3,4
New Mexico,Clear,2011-04-04,1,Rural-Principal Arterial-Other,50,0.24,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,4,4,1
New York,Cloudy,2011-01-02,1,Rural-Local Road or Street,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,2,7
North Carolina,Cloudy,2011-01-06,1,Urban-Principal Arterial-Other Freeways or Expressways,38,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,6,4
North Carolina,Cloudy,2011-01-06,1,Urban-Principal Arterial-Other Freeways or Expressways,41,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,6,4
Ohio,Snow,2011-01-08,1,Rural-Major Collector,64,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,8,6
Oklahoma,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-26,1,Rural-Major Collector,22,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,26,6
Rhode Island,Cloudy,2011-11-10,1,Urban-Local Road or Street,25,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,11,10,4
South Dakota,Clear,2011-09-03,1,Rural-Minor Arterial,51,,Passenger of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,9,3,6
South Dakota,Clear,2011-09-03,1,Rural-Minor Arterial,64,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,9,3,6
Tennessee,Rain,2011-01-18,1,Urban-Principal Arterial-Interstate,59,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,18,2
Tennessee,Rain,2011-01-18,1,Urban-Principal Arterial-Interstate,62,,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,1,18,2
Utah,Clear,2011-05-30,1,Rural-Minor Arterial,35,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,5,30,1
Utah,Clear,2011-05-30,1,Rural-Minor Arterial,92,,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,30,1
Washington,Clear,2011-02-18,1,Rural-Principal Arterial-Other,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,18,5
Wisconsin,Cloudy,2011-02-27,2,Rural-Minor Collector,19,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,27,7
Wyoming,Clear,2011-07-19,1,Rural-Major Collector,47,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,19,2
Alabama,"Sleet, Hail (Freezing Rain or Drizzle)",2011-02-03,1,Urban-Principal Arterial-Interstate,30,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,3,4
Alaska,Snow,2011-11-03,3,Rural-Principal Arterial-Interstate,5,,Passenger of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,11,3,4
Alaska,Snow,2011-11-03,3,Rural-Principal Arterial-Interstate,7,,Passenger of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),2011,11,3,4
Arizona,Clear,2011-02-07,1,Urban-Other Principal Arterial,23,0.24,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,7,1
Arizona,Clear,2011-02-07,1,Urban-Other Principal Arterial,54,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,2,7,1
Arizona,Clear,2011-02-07,1,Urban-Other Principal Arterial,63,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,7,1
California,Clear,2011-01-09,2,Urban-Other Principal Arterial,51,0.0,Pedestrian,Unknown,\N,Male,Fatal Injury (K),2011,1,9,7
Colorado,Clear,2011-03-22,3,Rural-Principal Arterial-Other,12,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,3,22,2
Colorado,Clear,2011-03-22,3,Rural-Principal Arterial-Other,41,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,3,22,2
Colorado,Clear,2011-03-22,3,Rural-Principal Arterial-Other,51,0.0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,3,22,2
Colorado,Clear,2011-03-22,3,Rural-Principal Arterial-Other,53,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,22,2
Delaware,Clear,2011-07-26,1,Rural-Major Collector,9,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,7,26,2
Delaware,Clear,2011-07-26,1,Rural-Major Collector,38,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,7,26,2
Delaware,Clear,2011-07-26,1,Rural-Major Collector,68,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,7,26,2
Florida,Cloudy,2011-02-11,1,Urban-Principal Arterial-Interstate,28,0.0,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),2011,2,11,5
Hawaii,Clear,2011-07-31,1,Urban-Local Road or Street,28,0.14,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,7,31,7
Idaho,Clear,2011-06-22,1,Rural-Minor Arterial,56,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,22,3
Illinois,Clear,2011-02-09,1,Urban-Principal Arterial-Interstate,42,0.23,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,2,9,3
Indiana,Clear,2011-01-04,1,Urban-Collector,18,,Passenger of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),2011,1,4,2
Iowa,Cloudy,2011-03-21,1,Urban-Local Road or Street,25,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,21,1
Kansas,Clear,2011-02-28,1,Rural-Principal Arterial-Other,30,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,28,1
Kansas,Clear,2011-02-28,1,Rural-Principal Arterial-Other,32,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,28,1
Kentucky,Clear,2011-02-09,1,Rural-Principal Arterial-Interstate,53,0.0,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,2,9,3
Louisiana,Cloudy,2011-02-01,1,Urban-Local Road or Street,15,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,1,2
Louisiana,Cloudy,2011-02-01,1,Urban-Local Road or Street,37,,Pedestrian,Not Reported,White,Female,Fatal Injury (K),2011,2,1,2
Maine,Rain,2011-08-03,1,Rural-Local Road or Street,34,0.1,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,8,3,3
Maryland,Clear,2011-03-22,1,Rural-Minor Collector,58,0.15,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,3,22,2
Massachusetts,Clear,2011-04-30,1,Urban-Minor Arterial,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,4,30,6
Massachusetts,Clear,2011-04-30,1,Urban-Minor Arterial,25,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,4,30,6
Massachusetts,Clear,2011-04-30,1,Urban-Minor Arterial,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,4,30,6
Michigan,Snow,2011-02-06,1,Rural-Minor Arterial,21,,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,6,7
Michigan,Snow,2011-02-06,1,Rural-Minor Arterial,58,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,6,7
Michigan,Snow,2011-02-06,1,Rural-Minor Arterial,59,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,6,7
Minnesota,Clear,2011-04-07,1,Urban-Collector,22,0.18,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,4,7,4
Mississippi,Clear,2011-02-05,1,Urban-Local Road or Street,58,,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,2,5,6
Missouri,Rain,2011-02-24,1,Urban-Principal Arterial-Interstate,26,0.15,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,24,4
Nebraska,Rain,2011-05-24,1,Rural-Local Road or Street,23,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,5,24,2
Nebraska,Rain,2011-05-24,1,Rural-Local Road or Street,47,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,5,24,2
Nevada,Clear,2011-04-14,1,Urban-Minor Arterial,60,0.01,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,4,14,4
Nevada,Clear,2011-04-14,1,Urban-Minor Arterial,63,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,4,14,4
Nevada,Clear,2011-04-14,1,Urban-Minor Arterial,75,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,4,14,4
New Hampshire,Cloudy,2011-09-04,1,Rural-Principal Arterial-Other,83,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,9,4,7
New Jersey,Clear,2011-03-12,1,Urban-Minor Arterial,61,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,12,6
New Mexico,Clear,2011-04-06,1,Rural-Principal Arterial-Interstate,64,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,4,6,3
North Carolina,Clear,2011-01-15,1,Urban-Other Principal Arterial,26,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,1,15,6
North Carolina,Clear,2011-01-15,1,Urban-Other Principal Arterial,55,0.32,Pedestrian,Unknown,White,Male,Fatal Injury (K),2011,1,15,6
Oklahoma,Clear,2011-01-12,1,Urban-Minor Arterial,79,0.0,Pedestrian,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,1,12,3
Pennsylvania,Clear,2011-02-03,1,Rural-Major Collector,23,0.0,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,2,3,4
Rhode Island,Rain,2011-11-10,1,Urban-Other Principal Arterial,66,,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,11,10,4
South Carolina,Clear,2011-02-11,1,Urban-Principal Arterial-Interstate,33,0.01,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),2011,2,11,5
South Dakota,Clear,2011-09-04,1,Rural-Major Collector,25,0.17,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,9,4,7
South Dakota,Clear,2011-09-04,1,Rural-Major Collector,26,0.16,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,9,4,7
Tennessee,Clear,2011-02-10,2,Urban-Collector,16,0.0,Passenger of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,2,10,4
Tennessee,Clear,2011-02-10,2,Urban-Collector,18,0.0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,2,10,4
Tennessee,Clear,2011-02-10,2,Urban-Collector,18,,Passenger of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,10,4
Texas,Cloudy,2011-01-10,1,Urban-Local Road or Street,41,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,10,1
Utah,Clear,2011-06-30,1,Urban-Local Road or Street,32,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,30,4
Virginia,Clear,2011-02-08,1,Urban-Collector,28,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,8,2
Washington,Clear,2011-02-17,1,Rural-Minor Arterial,18,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,17,4
Wisconsin,Clear,2011-02-19,1,Urban-Principal Arterial-Other Freeways or Expressways,16,0.0,Driver of a Motor Vehicle In-Transport,Unknown,,Female,Non-incapacitating Evident Injury (B),2011,2,19,6
